pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2025-09-30,98.3,2.21,6.09,"Crochet, Garrett",663757,676979,,called_strike,,,,,5,Called Strike,F,L,L,NYY,BOS,S,,,1,0,2025,1.1,0.61,0.27,2.88,,,,1,2,Bot,,,,,,,-7.939720699280961,-142.93651846064128,-4.740235673549453,16.889690371548205,32.16461084985031,-22.874934284396492,3.67,1.81,,,,100.0,2281,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.28,,,,,,,,13,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,141,-0.001,-0.049,,,,0.049,,0,0,0.5281110468127662,0.5281110468127662,26,28,26,29,1,0,6,2,,1,1.75,1.1,1.1,32.1,,,,,
FF,2025-09-30,96.8,2.25,6.19,"Crochet, Garrett",663757,676979,,ball,,,,,1,Ball,F,L,L,NYY,BOS,B,,,0,0,2025,0.15,1.19,-0.72,3.25,,,,1,2,Bot,,,,,,,-8.39333880450948,-140.62340986421097,-5.031179690792314,3.9555573273254137,32.610507213741045,-15.468506536397143,3.67,1.87,,,,98.0,2400,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.41,,,,,,,,13,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,150,-0.001,0.039,,,,-0.039,,0,0,0.5281110468127662,0.5281110468127662,26,28,26,29,1,0,6,2,,1,1.26,0.15,0.15,33.7,,,,,
FF,2025-09-30,98.0,2.35,6.15,"Crochet, Garrett",642708,676979,field_out,hit_into_play,,,,,1,"Amed Rosario grounds out, shortstop Trevor Story to first baseman Romy Gonzalez.",F,R,L,NYY,BOS,X,6.0,ground_ball,1,2,2025,0.3,1.27,-0.32,3.27,,,,0,2,Bot,111.25,151.38,,,,,-7.97493203385424,-142.49371458626447,-5.2738148003341845,5.927218485859672,32.62099443271162,-13.7882726251518,3.49,1.62,18.0,80.2,-9.0,98.8,2487,6.8,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.71,0.093,0.102,0.0,1.0,0.0,0.0,2.0,12,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,141,-0.024,-0.189,67.7,5.9,0.11,0.189,88.0,0,0,0.5513068952625529,0.5513068952625529,26,29,26,30,1,0,6,4,,2,1.1,0.3,-0.3,35.0,-1.75787368697677,17.018472218758674,29.20437542348939,24.973038648920397,22.73463235154162
CH,2025-09-30,85.3,1.86,6.0,"Crochet, Garrett",642708,676979,,swinging_strike,,,,,13,Swinging Strike,F,R,L,NYY,BOS,S,,,1,1,2025,0.28,-0.22,-0.63,0.93,,,,0,2,Bot,,,,,,,-6.516648878818419,-124.02320483533668,-5.241150827480132,4.20145395746727,25.169889927823142,-33.56683107942219,3.49,1.62,,,,86.5,1154,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.35,,,,,,,,12,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,124,-0.001,-0.061,75.1,8.6,,0.061,,0,0,0.5513068952625529,0.5513068952625529,26,29,26,30,1,0,6,4,,2,3.36,0.28,-0.28,31.2,15.642172315518044,-30.085884760664364,38.16599031643266,23.518151611200565,42.75909828207551
FF,2025-09-30,98.4,2.31,6.17,"Crochet, Garrett",642708,676979,,ball,,,,,11,Ball,F,R,L,NYY,BOS,B,,,0,1,2025,0.36,1.4,-1.13,3.32,,,,0,2,Bot,,,,,,,-10.260528366902026,-142.77780463539463,-5.526721165773102,7.373379293061117,34.58742763228367,-11.939244946356087,3.54,1.75,,,,99.3,2376,7.1,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.44,,,,,,,,12,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,134,-0.001,0.031,,,,-0.031,,0,0,0.5513068952625529,0.5513068952625529,26,29,26,30,1,0,6,4,,2,0.98,0.36,-0.36,32.7,,,,,
FF,2025-09-30,96.6,2.24,6.18,"Crochet, Garrett",642708,676979,,foul,,,,,11,Foul,F,R,L,NYY,BOS,S,,,0,0,2025,0.42,1.16,-0.02,3.66,,,,0,2,Bot,,,,,,,-7.046094650933877,-140.5270781391184,-3.847189184529825,7.099907476955685,31.01827239741635,-16.079631546215285,3.49,1.62,242.0,73.6,39.0,97.9,2482,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.53,,,,,,,,12,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,141,-0.001,-0.039,73.2,6.4,,0.039,88.0,0,0,0.5513068952625529,0.5513068952625529,26,29,26,30,1,0,6,4,,2,1.28,0.42,-0.42,33.7,6.818765101191241,16.411630126682617,24.73635219750832,28.88370231731688,22.19166758365174
FF,2025-09-30,98.8,2.5,6.15,"Crochet, Garrett",519317,676979,grounded_into_double_play,hit_into_play,,,,,5,"Giancarlo Stanton grounds into a double play, shortstop Trevor Story to second baseman Nick Sogard to first baseman Romy Gonzalez. Aaron Judge out at 2nd. Giancarlo Stanton out at 1st.",F,R,L,NYY,BOS,X,6.0,ground_ball,2,2,2025,0.57,1.25,0.11,2.78,,502671.0,592450.0,1,1,Bot,112.77,149.35,,,,,-7.906622423036938,-143.5657279623154,-6.66495834742368,9.797539000470543,36.24227505355943,-13.55999414687118,3.79,1.84,16.0,106.0,-9.0,99.3,2493,6.8,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.65,0.309,0.247,0.0,1.0,0.0,0.0,2.0,8,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,138,-0.087,-0.284,83.5,8.4,0.329,0.284,106.0,0,0,0.5872911644860115,0.5872911644860115,26,35,26,36,1,0,6,2,,1,1.11,0.57,-0.57,32.9,8.187762538114642,10.237487819006526,24.722784650293747,44.82304807893977,15.655589425366868
ST,2025-09-30,82.7,2.09,6.31,"Crochet, Garrett",519317,676979,,swinging_strike,,,,,14,Swinging Strike,F,R,L,NYY,BOS,S,,,2,1,2025,-0.98,-0.48,0.98,1.93,,502671.0,592450.0,1,1,Bot,,,,,,,-0.6004976988552093,-120.45461984858322,-2.518767301093997,-9.32972179260609,25.78322929233704,-36.48983010847434,3.79,1.84,,,,82.9,2070,6.6,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.87,,,,,,,,8,4,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,306,-0.002,-0.063,80.2,10.4,,0.063,,0,0,0.5872911644860115,0.5872911644860115,26,35,26,36,1,0,6,2,,1,3.83,-0.98,0.98,41.8,17.88166255064521,-24.64088374599131,23.573631963136062,57.00950822170323,39.561615057000765
FC,2025-09-30,92.7,2.2,6.26,"Crochet, Garrett",519317,676979,,ball,,,,,13,Ball,F,R,L,NYY,BOS,B,,,1,1,2025,-0.28,0.19,-1.63,1.18,,502671.0,592450.0,1,1,Bot,,,,,,,-9.270710404735704,-134.65833306893126,-7.644762928821865,-1.458162977094767,28.624142172005904,-28.406619665467908,3.86,1.89,,,,93.6,2511,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.63,,,,,,,,8,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,183,-0.002,0.048,,,,-0.048,,0,0,0.5872911644860115,0.5872911644860115,26,35,26,36,1,0,6,2,,1,2.47,-0.28,0.28,40.5,,,,,
FF,2025-09-30,98.2,2.24,6.16,"Crochet, Garrett",519317,676979,,ball,,,,,13,Ball,F,R,L,NYY,BOS,B,,,0,1,2025,0.52,1.17,-2.0,2.44,,502671.0,592450.0,1,1,Bot,,,,,,,-12.821970868167904,-142.32556786939128,-7.312837015210663,10.164284695831943,34.48725263638327,-14.653373896238326,3.81,1.87,,,,98.8,2479,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.52,,,,,,,,8,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,146,-0.002,0.018,,,,-0.018,,0,0,0.5872911644860115,0.5872911644860115,26,35,26,36,1,0,6,2,,1,1.22,0.52,-0.52,33.6,,,,,
FF,2025-09-30,98.3,2.41,6.11,"Crochet, Garrett",519317,676979,,foul,,,,,4,Foul,F,R,L,NYY,BOS,S,,,0,0,2025,0.43,1.35,-0.4,3.16,,502671.0,592450.0,1,1,Bot,,,,,,,-8.723526140876661,-142.85043037645454,-5.68127772818346,8.001841242301145,34.80815595228805,-12.590581973102474,3.79,1.84,154.0,63.3,56.0,99.1,2584,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.55,,,,,,,,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,140,-0.002,-0.033,79.3,7.5,,0.033,88.0,0,0,0.5872911644860115,0.5872911644860115,26,35,26,36,1,0,6,2,,1,1.03,0.43,-0.43,29.6,-2.717849412783888,19.73388804365132,26.265318486161664,38.27826705638388,12.764751486426368
FF,2025-09-30,98.7,2.32,6.15,"Crochet, Garrett",641355,676979,strikeout,swinging_strike,,,,,12,Cody Bellinger strikes out swinging.,F,L,L,NYY,BOS,S,2.0,,1,2,2025,0.35,1.28,0.19,4.05,,502671.0,592450.0,0,1,Bot,,,,,,,-6.667804585335614,-143.5690661787775,-3.281084131527168,6.472115988270936,35.104912767179954,-13.88827155230068,3.8,1.78,,,,99.5,2432,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.6,,0.0,0.0,1.0,0.0,0.0,,7,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,141,-0.051,-0.194,68.9,6.3,,0.194,,0,0,0.63608169313212,0.63608169313212,26,29,26,30,1,0,6,2,,1,1.07,0.35,0.35,33.2,3.3718974721410206,12.423620487292268,23.800364177152996,28.59181396967554,20.81714517100701
SI,2025-09-30,98.2,2.44,6.1,"Crochet, Garrett",641355,676979,,foul,,,,,2,Foul,F,L,L,NYY,BOS,S,,,1,1,2025,1.16,0.76,0.02,3.26,,502671.0,592450.0,0,1,Bot,,,,,,,-9.319866636353057,-142.76324493880958,-3.996265565026566,17.951773295779073,32.63699111463056,-21.09251910116507,3.8,1.78,198.0,77.1,19.0,99.2,2476,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.61,,,,,,,,7,3,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,145,-0.002,-0.065,69.5,6.8,,0.065,88.0,0,0,0.63608169313212,0.63608169313212,26,29,26,30,1,0,6,2,,1,1.61,1.16,1.16,32.6,1.3951695250876537,20.90216712090751,28.62647779573635,30.94027093465045,19.71940040779143
FC,2025-09-30,91.4,2.19,6.22,"Crochet, Garrett",641355,676979,,ball,,,,,13,Ball,F,L,L,NYY,BOS,B,,,0,1,2025,-0.36,0.14,-1.54,2.27,,502671.0,592450.0,0,1,Bot,,,,,,,-8.736158114248926,-132.9203686341748,-4.414370436559499,-2.437414418277497,28.283803530701736,-29.78917188936301,3.83,1.78,,,,92.4,2417,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.59,,,,,,,,7,2,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,210,-0.002,0.028,,,,-0.028,,0,0,0.63608169313212,0.63608169313212,26,29,26,30,1,0,6,2,,1,2.59,-0.36,-0.36,37.5,,,,,
SI,2025-09-30,98.5,2.45,6.2,"Crochet, Garrett",641355,676979,,called_strike,,,,,6,Called Strike,F,L,L,NYY,BOS,S,,,0,0,2025,1.2,0.7,0.42,2.98,,502671.0,592450.0,0,1,Bot,,,,,,,-8.381029164841824,-143.12525767634597,-4.927073034815077,18.42384374505239,34.69465873395761,-21.58506192500269,3.91,1.84,,,,99.2,2399,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.61,,,,,,,,7,1,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,140,-0.002,-0.053,,,,0.053,,0,0,0.63608169313212,0.63608169313212,26,29,26,30,1,0,6,2,,1,1.67,1.2,1.2,31.3,,,,,
FC,2025-09-30,90.5,2.22,6.17,"Crochet, Garrett",592450,676979,single,hit_into_play,,,,,7,Aaron Judge singles on a ground ball to left fielder Jarren Duran. Paul Goldschmidt to 2nd.,F,R,L,NYY,BOS,X,7.0,ground_ball,0,0,2025,-0.21,0.09,-0.39,2.45,,,502671.0,0,1,Bot,64.31,115.35,,,,,-6.15150693207904,-131.645699328608,-3.578778405628045,-1.144130852333284,28.77016196662391,-30.51304876940053,4.06,1.84,93.0,100.4,5.0,91.8,2510,7.2,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.32,0.592,0.558,0.9,1.0,1.0,0.0,4.0,6,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,209,0.051,0.469,82.0,8.0,0.676,-0.469,100.4,0,0,0.5834753193318282,0.5834753193318282,26,33,26,33,1,0,6,2,,1,2.7,-0.21,0.21,36.4,10.041135853988806,-0.4489545224743508,39.09407332104061,37.12786909720235,27.994774334383
ST,2025-09-30,82.8,2.23,6.42,"Crochet, Garrett",502671,676979,single,hit_into_play,,,,,5,Paul Goldschmidt singles on a sharp line drive to left fielder Jarren Duran.,F,R,L,NYY,BOS,X,7.0,line_drive,1,1,2025,-0.99,-0.39,-0.16,2.55,,,,0,1,Bot,53.46,97.97,,,,,-3.546119353203053,-120.57484960931748,-1.574074179748971,-8.894522125129045,24.30521795718096,-35.86428309579495,3.37,1.56,174.0,101.1,11.0,83.3,2171,6.7,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.85,0.924,0.908,0.9,1.0,1.0,0.0,4.0,5,3,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,306,0.035,0.447,72.5,7.7,1.141,-0.447,101.1,0,0,0.5481093573629149,0.5481093573629149,26,37,26,38,1,0,6,3,,2,3.72,-0.99,0.99,40.4,12.876037639844746,-5.692248418209837,27.91994034707532,41.984544826442615,27.976707305274644
ST,2025-09-30,84.9,1.77,6.27,"Crochet, Garrett",502671,676979,,ball,,,,,13,Ball,F,R,L,NYY,BOS,B,,,0,1,2025,-1.39,0.08,-1.45,1.69,,,,0,1,Bot,,,,,,,-4.808502094226768,-123.49905652345892,-4.588652403245387,-13.24760465153918,24.59212447436421,-30.63355143236179,3.38,1.56,,,,85.9,2407,6.9,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.57,,,,,,,,5,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,301,-0.001,0.031,,,,-0.031,,0,0,0.5481093573629149,0.5481093573629149,26,37,26,38,1,0,6,3,,2,3.08,-1.39,1.39,38.5,,,,,
FF,2025-09-30,96.8,2.17,6.17,"Crochet, Garrett",502671,676979,,called_strike,,,,,2,Called Strike,F,R,L,NYY,BOS,S,,,0,0,2025,0.46,1.34,-0.27,3.42,,,,0,1,Bot,,,,,,,-7.66674502944374,-140.77816034401968,-4.914353213775264,7.800601809288576,31.14306930869676,-13.448736141252947,3.41,1.56,,,,98.2,2525,7.0,813074,665966,663853,686765,608324,596115,680776,678882,681987,53.46,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,141,-0.001,-0.039,,,,0.039,,0,0,0.5481093573629149,0.5481093573629149,26,37,26,38,1,0,6,3,,2,1.09,0.46,-0.46,31.3,,,,,
